,Ratings,Comments
1136,Rated 5 stars out of five stars,Always fashionable with much variety in clothing and many other departments and the online service usually has what I need when the stores do not
1137,Rated 5 stars out of five stars,love shopping through my Macy's app ❤
1138,Rated 5 stars out of five stars,I always find everything that I'm looking for and the deals are great especially the free little baggies 🤗😊
1139,Rated 5 stars out of five stars,I love it and it's convenient
1141,Rated 5 stars out of five stars,satisfied happy reasonable prise very good brand i love them .
1142,Rated 5 stars out of five stars,I appreciate this app because it is simple to follow and fast with updating or editing the order
1143,Rated 5 stars out of five stars,Nice and easy to use
1144,Rated 5 stars out of five stars,great filter functionality
1145,Rated 5 stars out of five stars,love it. it is easy to navigate to whatever department I need. I love the one line features and I also love the updates on wishlist items that are on sale.
1146,Rated 5 stars out of five stars,Easy navigation and zoom
1147,Rated 5 stars out of five stars,"Great app for my favorite place to shop! Great flash sales, too."
1148,Rated 3 stars out of five stars,"After last update, very difficult to see product preview pictures."
1149,Rated 5 stars out of five stars,I love Macy's they have good quality clothing and when on sale you can get some good buys.
1150,Rated 5 stars out of five stars,Great deals and huge selection
1151,Rated 4 stars out of five stars,easy to navigate
1152,Rated 5 stars out of five stars,easy to navigate
1153,Rated 5 stars out of five stars,easy to navigate
1154,Rated 5 stars out of five stars,Macy's my most favorite
1155,Rated 5 stars out of five stars,"exceptional savings, you guys"
1156,Rated 5 stars out of five stars,simple app and easy to add coupons. It also gives you alerts as.to when your items have shipped and when to expect delivery.
1157,Rated 5 stars out of five stars,Love Macys! App is great!
1158,Rated 5 stars out of five stars,Such an easy way to shop!
1159,Rated 4 stars out of five stars,more updated than in stores only a couple of kinks that needed to be dealt with sending top quality items not irregular sending out the correct order
1160,Rated 4 stars out of five stars,too easy to purchase things
1161,Rated 5 stars out of five stars,great service and selection
1162,Rated 3 stars out of five stars,lately I cannot see the picture of the items in my cart or if there are multiple colors they won't show either.
1163,Rated 3 stars out of five stars,"Used to work and then as of March 2019, pictures don't show on my ""lists""."
1164,Rated 5 stars out of five stars,i love shopping here great deals great selections !!!!!! app always works great !!!!!!
1165,Rated 5 stars out of five stars,love the sales and fast shipping
1167,Rated 5 stars out of five stars,i got so.me dresses from stires they was beauitful dresses
1168,Rated 5 stars out of five stars,Easy access to nice styles..
1169,Rated 4 stars out of five stars,great and easy to acesss
1171,Rated 5 stars out of five stars,Most of my purchases are fine. Good offers. Always on the app.
1172,Rated 4 stars out of five stars,"average, simple & useful."
1173,Rated 5 stars out of five stars,very good so far.
1174,Rated 5 stars out of five stars,"i love Macy""s.. Great products and easy to return if you have to. Great prices and good quality merchandise, especially around Christmas time."
1175,Rated 5 stars out of five stars,Macys is the store where you can find all kind of Fashion..This app is the best
1176,Rated 5 stars out of five stars,shopper at Macy's. only! definitely a Macy's. Lady ...never shop any other store. ...LOVE. MACY'S !
1178,Rated 5 stars out of five stars,thank you for all you do
1179,Rated 4 stars out of five stars,Saves time on what I may be looking for. Also fine a better variety on products.
1180,Rated 5 stars out of five stars,Love love love Macy's ... just wished they hadn't closed the Steubenville Ohio store. Glad I can still shop online. The Macy's app has so many great deals! 💜
1181,Rated 3 stars out of five stars,problems with star rewards system
1182,Rated 4 stars out of five stars,nice and convenient
1183,Rated 5 stars out of five stars,"lovely can always find good deals, and I love that you can return your online order to any Macy's store"
1184,Rated 5 stars out of five stars,I love this app!
1185,Rated 5 stars out of five stars,very easy to use!
1186,Rated 5 stars out of five stars,love the flash sale notifications
1187,Rated 5 stars out of five stars,"havent had a chance to purchase anything yet , will let you know when i do."
1188,Rated 5 stars out of five stars,I love Macy's
1189,Rated 5 stars out of five stars,I love Macy's
1190,Rated 5 stars out of five stars,easy you fight whatever you want
1191,Rated 5 stars out of five stars,love the app and macy's
1192,Rated 5 stars out of five stars,love the app very user friendly ❤
1193,Rated 5 stars out of five stars,I love their clothing * I love everything Macy sells. Best store to shop for *
1194,Rated 5 stars out of five stars,easy to access
1195,Rated 5 stars out of five stars,great options no hassles smooth transactions
1197,Rated 5 stars out of five stars,i love this app
1198,Rated 5 stars out of five stars,"I love it, it's great"
1199,Rated 5 stars out of five stars,i love this app
1200,Rated 5 stars out of five stars,just love it!
1201,Rated 5 stars out of five stars,Great app. I would like the ability to scan the item code and receive info regarding nearest Macy's that has my size and the quantity in stock if the Macy's I'm at does not have my size.
1202,Rated 5 stars out of five stars,I Love The Quality
1203,Rated 5 stars out of five stars,Macys is the best shopping destination and Greatest app. I have been a customer for over 45 years
1204,Rated 5 stars out of five stars,"My favorite app on my phone.. convenient shopping, prices right! and great delivery."
1205,Rated 5 stars out of five stars,The Best Ever
1206,Rated 5 stars out of five stars,great app for shopping
1207,Rated 5 stars out of five stars,Easy to use app that makes shopping online quicker and more efficient..
1208,Rated 5 stars out of five stars,"a very helpful support team. always a good "" shopping "" experience."
1209,Rated 3 stars out of five stars,still a great app and store
1210,Rated 5 stars out of five stars,The app is excellent
1211,Rated 5 stars out of five stars,fast way to pay
1212,Rated 5 stars out of five stars,ive always shopped at macys
1213,Rated 4 stars out of five stars,very good best service
1214,Rated 5 stars out of five stars,Wonderful customer service
1215,Rated 5 stars out of five stars,it's very nice
1216,Rated 4 stars out of five stars,"""😁To many ads, between scrolling and looking for what you want, but the quality & merchandise is very good.😁"".?"
1217,Rated 3 stars out of five stars,suddenly the pictures of the saved items on my list have disappeared since I updated the app
1218,Rated 5 stars out of five stars,i love how the items are categorized..Soooo easyvto find what your looking for..I LOVE IT
1219,Rated 5 stars out of five stars,FAST AND EASY!!!
1221,Rated 5 stars out of five stars,love macys always getting good stuff
1222,Rated 5 stars out of five stars,great app! Extremely easy to use. Everything at your fingertips. Well put together.
1223,Rated 5 stars out of five stars,Easy to navigate and love the Macy's experience of shopping and wearing their clothing!
